"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"Trust",0.000441842694165093,0.00248983062297472,0.00186338431383975,0.000145748677478023,0.0011593438391565,0.000162908237806775,0.00158189089332316,0.00145945855939536,0.000330241439182055
"Social Intelligence",0.00178802361029455,0.000598054206635499,5.96018899467965e-05,3.39248730420996e-05,0.00146133809804502,0.00103638210490437,2.20295319298926e-05,0.0028116277830654,0.00115120217933799
"McA-SL",0.00139692006775408,0.000625418775689744,0.000143156480173962,0.00109923197853055,0.00162364482650056,0.00283065732823255,0.000728797292421617,0.00105929745398384,0.00035575403992686
"Autism",0.00118825229267989,0.000679889770184318,0.000961088629652415,0.00296708610793609,0.00108065988161033,0.000866715856090025,0.00052826245146271,0.00118974553816275,0.000885966842078034
"Paranoia",0.00146878670150144,7.33292569835031e-05,0.000524392607805509,0.0005261976549998,0.00252858025335663,0.00117925809690772,0.00219847496365292,0.000499881241078095,0.000646433050312594
"ICAR",0.000970472032298742,2.43796724408257e-05,0.000531338749210232,0.00348571688631382,0.000109479605920957,0.0011612179813635,0.000101342224190609,0.000943905526130893,0.000602831415184373
"Gullibility",0.00157172259049042,0.001288917996127,0.00182690326581198,0.000119810223518153,0.000712195171205473,2.18506087715317e-05,0.000292749602844879,0.00153566151968206,0.00235898080143056
"Credulity",0.0015328206650364,0.00175153607574817,0.0010113148370914,0.000232076859200404,0.000381692782412371,0.000938948773630997,0.000998236879871456,0.000513711661996989,0.00268668459187834
"Mistrust",0.00116169769123494,0.00166897484269827,0.000260824928585609,0.000264740615658168,0.00242237412635261,0.00134837917846981,0.00193495660023196,0.000147867584337649,0.000524327690892265
"Trust",0.000178552276496669,0.00265130237035633,0.00133059976819756,4.38018930119704e-05,0.00177904552707409,0.000939042952525426,0.000618686368193213,0.00130247251318957,0.00101994526943826
"Social Intelligence",0.00175971769831652,0.00076251952637837,0.000649665316447511,0.00039829482287351,0.0017655343373059,4.347711838326e-05,1.10273597550528e-05,0.00275193201830964,0.00102420730944012
"McA-SL",0.00132755062811381,0.000835995087646525,0.000637668235878427,0.00170002916374164,3.97105759329846e-05,0.00285882654486595,0.00106663575722535,0.000739133379080816,0.000619278186658371
"Autism",0.00117057034703123,0.000383290236424674,0.00289174746655946,0.000613764842664887,0.000456690461610149,0.00168853328856509,0.000404855422111829,0.0015853463295912,8.36733110880944e-05
"Paranoia",0.00162101157161818,0.000167633235223964,0.000572652854648225,0.000533021786823997,0.00172480401050543,0.000208850031091981,0.00307879511079533,0.000368532146095763,0.000314347862815306
"ICAR",0.000826635084166786,0.000218715354766694,0.00174044761714825,0.00329959844151226,0.000146563868137326,0.000271939247996562,0.000108866965187256,0.00109105274187365,0.000233773874167566
"Gullibility",0.00162300248541857,0.00150689385507001,0.00147945601450416,4.24982889783502e-05,0.00050240896430573,0.00117058069884013,1.74799421338468e-05,1.76491349188328e-05,0.00269837852389293
"Credulity",0.00145571999135097,0.00211450686296178,0.000950040783381139,0.000153938286392247,0.000845108322935594,0.000380131396344415,0.000158937780969737,0.00097231421369875,0.00257955450471625
"Mistrust",0.00134141983437446,0.00157375192689087,0.00115017662122632,0.000334860415740438,0.000381684880765322,0.00181918063993537,0.00258004225327633,0.000306719748850488,0.000288207148700437
"Trust",0.000416366093507436,0.00243039925146864,0.00143516081172942,0.000335635230603646,0.00166932330876029,0.0012724123743518,0.00131505419565943,0.00115087422462078,0.00053657116312738
"Social Intelligence",0.00166443328946083,0.000605111726878528,0.00120287171146695,0.000300897897073913,0.000881279270512972,0.00153703600638389,0.000952755083939693,0.00256758588796979,0.000828667209793386
"McA-SL",0.00129591889231955,0.000506550412626728,0.000536993030713515,0.00104296774499098,0.00277913572625442,0.0016166012633179,8.81891378437257e-06,0.00147682371026813,0.000412039558677649
"Autism",0.00114791124320916,0.000272786428509968,0.00214489504546164,0.00183655423293013,0.00150007028955891,0.00128818594995637,0.000508092692535461,0.00129860665554035,0.000883294849012138
"Paranoia",0.00168023944961213,0.000359991142362686,0.000401304201517186,0.000557773974012362,0.00115287168369887,0.00168746442100254,0.00253191971508981,0.00140905081454472,4.85177111259844e-05
"ICAR",0.000581183038654281,0.000613425399692209,0.00302865418969407,0.00235687889184111,0.000260173208791975,0.000417779421261635,8.77743247993399e-05,0.00054217812828321,0.000120083490746737
"Gullibility",0.00159984139912895,0.00120500398171433,0.000714861916380859,0.00141037991330425,0.000889964312818678,0.000678934008330366,1.15243209787979e-05,0.000631527551466546,0.00279934387282953
"Credulity",0.00162012534962497,0.00139156590928712,9.98939806671498e-05,0.000718622486787264,0.00132959813641981,0.00022553962624225,0.00139525746340676,0.000846890103915277,0.00253568048480959
"Mistrust",0.0013012966079465,0.00128161600980195,0.00102573741495955,0.00193222010737466,0.000342441528320259,0.00136207469367164,0.00212092270874472,0.000881323686684487,0.000794303156947169
"Trust",0.000120486136155422,0.00299277688212341,0.00116764237263767,0.000811433681715498,0.00142450049055333,0.000780670558242928,0.000583885370842104,0.00135630684095785,0.000433379456613116
"Social Intelligence",0.0016551307394215,0.000668250649153816,0.000552037910768631,0.000524712934337505,0.000853040572073991,0.00160046971630878,0.000856019266956462,0.00284988743580843,0.00030017473966913
"McA-SL",0.00136376496721484,0.00108986208950718,1.60848330978954e-05,0.000841935154274341,0.00234162259582358,0.00192269301711168,0.00128407473803021,0.00117041830360848,0.000211093478352861
"Autism",0.00138817945517745,2.78009243886381e-05,0.00188963344965483,0.00156313750901674,0.000674456337796949,0.000979022518515459,0.00208517775697688,0.00150741294413607,0.000156316848042657
"Paranoia",0.00149789285454613,2.8891950188959e-05,0.000122483985567555,0.00034649041559761,0.00213546445079042,0.00237322776197679,0.00157372202423047,0.000457888749534979,0.000861244895129498
"ICAR",0.000762162058167357,0.000654848317551407,0.000897229815058377,0.00341155248121969,2.93996794014811e-05,0.000905156119229999,0.000408455063767215,0.00124788596912647,4.84162426880699e-05
"Gullibility",0.00159012018850766,0.00200996906988815,0.00084636706764399,0.000220393891875628,0.00074032735351386,0.000483106524344064,2.63307719530577e-05,0.000831338065540425,0.00268204001656056
"Credulity",0.00180637361936579,0.00170516666368251,4.76948208555124e-05,0.000393958459158854,0.000155963847242882,0.000585976280840995,0.000809723946578124,0.000848443194896869,0.00281580206777075
"Mistrust",0.00132699860723715,0.000929589971637934,0.000311871707639541,0.00010082867618102,0.00301467770557449,6.81975858157115e-05,0.00192691556846754,0.000171644207372465,0.000657349888513243
"Trust",0.00024317733533866,0.00103172021690286,0.00337444700235201,0.000151399361606273,0.000334592974461791,0.000111742191111007,0.0014336403097574,0.000965190429378388,0.000596026812044386
"Social Intelligence",0.00161741959774178,0.00121195122566093,0.000639752565565001,0.000268158978689421,0.00158681845358466,0.00123262164925836,0.000433246588636255,0.0026842017652588,6.28078850180613e-05
"McA-SL",0.00129776059049029,0.00137703507195466,0.00031829077309989,0.000170388961003417,0.00149386076420466,0.00282542666598791,0.000977893305123118,0.00105177252235667,0.000109972102871537
"Autism",0.000920355770528637,0.00171201187014363,0.00132803377279599,0.00200250555145128,7.95084693672604e-05,0.00168001930078655,0.001239034342979,0.00142392570729937,0.000238120675616726
"Paranoia",0.00163104174093853,0.000631652230690389,0.000847315792995033,0.000116080250916689,0.0012126655910136,0.00150397414543995,0.00259409061330832,0.00131606173854985,0.000124414410576084
"ICAR",0.000406990180705941,0.000978530160138801,0.00135109263098076,0.00321652111767599,0.000742726121950667,0.0011253639397331,0.000115960256401755,0.000929400810823468,0.000100297473836575
"Gullibility",0.00147013920861718,0.00191844655817042,0.0011359078187644,0.000746900477510464,0.000607766288759383,0.000249380700949716,1.46512667630355e-05,0.000323476512899496,0.00278813276314474
"Credulity",0.00138880364504934,0.002235772278979,0.000327684137594394,0.000649197499484667,0.0001102998655874,0.000387841310748799,0.000664220113653288,0.000904024406369864,0.00266883439638219
"Mistrust",0.00138109164062472,0.00162669925646106,0.000463223715928922,0.000250200668978531,0.000214629596072391,0.00187021675295881,0.00273304398253976,0.000116671852521811,0.000377280433157623
"Trust",0.000822459210193753,0.0017679699138498,0.00192503238455425,0.00033962223773764,0.00215754017599676,1.80502573029774e-05,0.00150636539629498,0.000990032686985537,0.000687126941734389
"Social Intelligence",0.00183836665815268,0.000229175919834716,0.000982583550866266,0.000110429004426243,0.00122517949712327,0.00144010927327879,0.000136323303554892,0.00279130478005594,0.000453073383789962
"McA-SL",0.00139370253750193,0.000690401105284336,0.000528569138918213,0.0017397256691563,0.00161335434521555,0.00234532251483517,0.000495441573420021,0.00138756670467762,2.55960509317446e-05
"Autism",0.00108774702877663,3.74903706287468e-05,0.0027540531975547,0.00120742281797568,0.00122340324482121,0.000955803645312024,0.000553168679704501,0.00166915685916481,0.000519966999562854
"Paranoia",0.00162948719905923,0.000246809526037815,0.000163995607123542,4.55120538193801e-06,0.00218290493798623,0.001592135310209,0.00228832735820579,0.000847190387734684,5.29035693572346e-05
"ICAR",0.000469582414170714,0.00108319530707004,0.00236919942361698,0.00241307898576143,0.00121724121860575,0.00105902450856841,0.000593974485505428,0.000460727826130608,4.28867045685135e-05
"Gullibility",0.00164003400127756,0.0016491343716605,0.000873943258233778,0.000759017451166067,0.000130043361005397,0.000888376708111936,0.000171772255673659,0.000384943648393132,0.00287523011558375
"Credulity",0.0015394167085047,0.00179924787835282,0.000355799145521803,0.000737102333090759,0.00111800618682441,0.0012170982900881,6.73992353716779e-05,0.000457067407159397,0.00260351128964105
"Mistrust",0.00128986128288244,0.00160693393685869,0.000446938111187925,0.000763704767892914,0.00220223710629367,0.00084510610596206,0.00184531611342172,0.00138593876689589,0.000284520858722583
"Trust",0.000340409323633822,0.00240757812090812,0.00181185389006707,0.00018280449384706,0.000159134736428393,0.00202983063542114,0.000984306451301121,0.00128633173201244,4.91151147655202e-05
"Social Intelligence",0.001713961364562,0.000348930779578735,0.00048077047043024,0.00126061852459631,0.00124194042038418,0.000986092722988283,0.000966955627919676,0.00275981466959752,0.000232183933665863
"McA-SL",0.00153362148929349,0.000336984245378993,0.000845258274610385,0.000932094605490209,0.00219946898120713,0.00118112345347623,0.00192850793505619,0.00122503656426461,0.000706123920114883
"Autism",0.000991736753071625,0.000206070560208055,0.00224332319357463,0.00228588349450552,0.00140243773384716,0.000428264945593927,0.000172936044520907,0.00149119362116945,0.000558948193740627
"Paranoia",0.00163314303501214,0.000461850182562556,0.000189354956413409,0.00087048104160226,0.000171438517079386,0.00228531542546431,0.00256028167978819,0.000717085798638442,6.80706344877391e-05
"ICAR",0.000600597632887561,8.43795676838453e-05,0.00358511720274092,0.000531908611097016,0.00130899861374111,7.22785815737785e-05,0.000116724937392111,0.000824836744705825,0.000288943789382508
"Gullibility",0.00175307542922083,0.000967597130446547,0.000673036360379585,0.00146412180462227,0.000424682770272521,2.41044840064168e-05,0.00108324892578543,0.00118347263889299,0.00257660232238335
"Credulity",0.00178802543800629,0.00139539912418876,0.000636766511929263,0.000730459642727561,0.000377278717843938,0.000183088067057694,0.000694769854293822,0.000824538009100792,0.00292888287351392
"Mistrust",0.00104089870880662,0.00163933030227133,0.000973421591260858,0.000223634507985656,0.00260194370111035,0.000582612400208683,0.00193184697321148,0.00059938041273495,0.000175288935371014
"Trust",4.30444782698491e-06,0.00297481521073757,0.00091248600369046,0.00182124776156028,0.000503396815710981,6.02610721667325e-05,0.000668829953082585,0.00139388501792712,0.000594636962814495
"Social Intelligence",0.00168780090210438,0.000862978273335973,0.000359028708386576,0.000143692365403027,0.00191531787422987,0.000519319001272375,0.00042532119174503,0.00284692728647431,0.000181713043666461
"McA-SL",0.00115180206298787,0.000586234269039963,0.00055796463249077,0.00230973375958104,0.00107176664120622,0.00252832690290448,8.87474115371438e-05,0.00106401967139356,4.84994115547807e-05
"Autism",0.00124564131047144,0.000630649750621626,1.59535884697201e-05,0.00199167765315268,0.000255332948534878,0.00289592664690303,0.000596389487485473,0.00107666372050991,0.000342276174951033
"Paranoia",0.0015995447020348,0.000294017961247031,0.000260430694616405,0.000592111534067084,0.00143456870102111,0.000754376986145428,0.0030994226929072,0.000735298581600838,0.000403029701877293
"ICAR",0.000475230074906762,0.000811390800788303,0.0031345706628133,0.00157858284330745,0.00117347382094213,0.000467022374100205,0.000900793998608615,0.000583564863654313,0.000226309139404315
"Gullibility",0.00168816679718487,0.00108114112987412,0.00120426794303371,0.00125495091051796,0.000622193862649789,8.71351782829214e-05,3.60919400560775e-05,0.000883577160789549,0.00278914587042865
"Credulity",0.0016893171370686,0.00148019159957952,0.000389257434514445,0.00106688792277583,0.000335548725315795,0.000764318387464224,0.000555131559381884,0.0013340074952125,0.0026231558586689
"Mistrust",0.00122910146185764,0.0013541750903274,8.7523795906944e-05,0.000142649255806508,0.00301929431195285,2.26054766222438e-05,0.00171100506643819,0.000511387551218129,0.000567279015548705
"Trust",0.000154508595759255,0.00300546382858947,0.0011366698191271,0.00087648474944027,0.000524709201635452,0.00129978532589733,0.00110306220628712,0.00125528371958,0.000354718744754881
"Social Intelligence",0.00169339942708999,0.000443044854238816,0.000305192089751894,0.000298009245131053,0.00166215413199225,0.0012218142124723,0.000675709280348413,0.00281049908567987,0.000378263724375607
"McA-SL",0.00126860544544936,0.000943513499437367,0.000829885629316099,0.00158987849237698,0.00107466107934938,0.00268986346301975,0.000890853644933777,0.000919976567215868,0.000503745705502579
"Autism",0.0011666512758412,0.00016576530825822,0.00139582031287127,0.00268720163587536,9.96853560302476e-05,0.0017512783483754,0.000567313327379831,0.00129457901905114,0.000606124915999465
"Paranoia",0.00164251543255294,3.49864272535579e-05,0.0007367758974789,0.000410821725933955,0.000896768191417083,0.00130575295956462,0.00302700582552004,0.000916905762863049,0.000276841766854905
"ICAR",0.000686358963356266,0.000988805292087854,0.00246858026967911,0.00150470705368053,0.00192249588997944,0.00116064634371761,0.000846427871985997,0.000570292352944711,0.000329210738038388
"Gullibility",0.00161157661423276,0.00176647899953883,0.000886236817782667,0.000456285700185674,0.000872926460209101,0.000155053504508774,7.88206023247113e-05,0.000419736896624933,0.00288449761298672
"Credulity",0.00140625666418311,0.00214353351464887,0.000160427336452049,0.000232716215718812,0.00104288459150384,0.000292861038336346,0.000686178763797691,0.00153734042746975,0.00231088289488816
"Mistrust",0.00113219406195634,0.00198048790733735,0.000354004081862488,0.000766516384606908,0.000711920755030591,0.00160126425387383,0.00259455762911845,0.000520341385173465,9.78528333609208e-05
"Trust",0.000853613192218722,0.00174166198118511,0.0020733641165194,0.00133099136973795,0.00118925294336564,0.000331158508773474,0.00137818482283269,0.0016535784234842,9.9386848433581e-05
"Social Intelligence",0.00188392875238733,0.000127699086942229,0.000167330664243651,0.0014257477688803,0.000261774785857313,0.0012053137128577,0.000393767912698665,0.00273659330813952,0.00109929334543632
"McA-SL",0.00143231455520186,0.000463726803510738,0.000185669846563197,0.000651943440703489,0.00231746506881999,0.00229036453396127,0.00109799265852297,0.00116997019043699,0.000288265080357512
"Autism",0.00106644953304808,3.44914813956016e-05,0.00214231087417304,0.00241352453757108,0.00082816163152501,0.00137904529482621,0.000139877707183444,0.00109706630631926,0.0007975971975719
"Paranoia",0.00148513580954974,0.000344705722175119,0.000137231375099577,0.0016827151177079,0.00155184563681251,0.00180805446519155,0.00218978911253483,0.000262235693582445,0.000532876372773726
"ICAR",0.000871992326617854,0.000622754358556917,0.00289268006597727,0.00176022443793224,0.00120917366914809,0.00100372640653181,0.000248627802784704,0.000898321037250282,0.000217839903616175
"Gullibility",0.00156824788491724,0.0013799298070833,0.00142158287268556,0.00118216046657587,0.000462364986528394,0.000638786666349835,0.000499215590130059,0.000427746169442705,0.00267656090712547
"Credulity",0.00148848292529767,0.0018995395017426,0.000926674206189146,0.000440118280245155,0.000441515450161696,0.000647354786543329,0.000808587299962998,0.00147735136207325,0.00238188045382663
"Mistrust",0.00128519631817522,0.00163829763109378,0.000240526219434023,0.00099960692179925,0.000672181664539347,0.00170596681402529,0.00262465076020813,6.87648723315489e-05,0.00059288553189532
"Trust",0.000441842694165093,0.00248983062297472,0.00186338431383975,0.000145748677478023,0.0011593438391565,0.000162908237806775,0.00158189089332316,0.00145945855939536,0.000330241439182055
"Social Intelligence",0.00178802361029455,0.000598054206635499,5.96018899467965e-05,3.39248730420996e-05,0.00146133809804502,0.00103638210490437,2.20295319298926e-05,0.0028116277830654,0.00115120217933799
"McA-SL",0.00139692006775408,0.000625418775689744,0.000143156480173962,0.00109923197853055,0.00162364482650056,0.00283065732823255,0.000728797292421617,0.00105929745398384,0.00035575403992686
"Autism",0.00118825229267989,0.000679889770184318,0.000961088629652415,0.00296708610793609,0.00108065988161033,0.000866715856090025,0.00052826245146271,0.00118974553816275,0.000885966842078034
"Paranoia",0.00146878670150144,7.33292569835031e-05,0.000524392607805509,0.0005261976549998,0.00252858025335663,0.00117925809690772,0.00219847496365292,0.000499881241078095,0.000646433050312594
"ICAR",0.000901410487468757,0.000629024751290471,0.00106759540947531,0.00329426264433354,0.000487274214824295,0.000715738738016,0.000191719838544875,0.00141771802746964,5.88359050896909e-05
"Gullibility",0.00155518154247921,0.00158189401416835,0.00161091408526191,0.000361792731291379,0.000147758789590676,0.000144725691775568,0.000475549818372944,0.000143764377197702,0.00283962841155194
"Credulity",0.00159387337029116,0.00169456765605256,0.00102255898335292,0.000106537505518607,0.000166357326582236,0.000657772798716417,0.00132477775871084,0.000435136141243487,0.00266951524397021
"Mistrust",0.0011465213335295,0.00156002820702147,0.00077241464219329,0.000660840454510112,0.0021566641503292,0.00238637837423932,0.000927350318242963,0.000108286247772803,2.75647004892807e-05
"Trust",0.000244601500332694,0.00250415261937196,0.00167452779494576,0.000132359675673502,0.000797530225010542,0.000364142666807706,0.0024507441485928,0.00024386037250425,0.00011643985744725
"Social Intelligence",0.00164474060296177,0.000704331901312609,0.00074100370439454,0.00013382456689034,0.00201507511023318,0.000777467781829737,0.000309048664363422,0.00273324216681215,2.53327077754397e-05
"McA-SL",0.00155007492000081,0.000854429523523686,0.000201297763387527,0.00148262248440238,0.0014639878210782,0.00118288585889499,0.00162988472221259,0.00209947052484971,0.000147471092290922
"Autism",0.00117570332503955,8.88213062776684e-05,0.00267586388460857,0.00123066707414811,0.000799115472992726,5.38754457499263e-05,0.002071383384302,0.000670499808143552,0.000743879204161028
"Paranoia",0.00153750248882113,0.000540267377442247,0.000262766917994004,0.00090594719837226,0.00189299448575926,0.00268330545798898,0.000270684058936705,0.001175121663664,0.000465481890245562
"ICAR",0.000421469650781287,0.000922344184324215,0.0026076077995786,0.00124238420974645,0.00219856813516833,0.000848476988540443,0.000819714972504577,0.000590236839138803,0.000233624422049992
"Gullibility",0.00175920734105955,0.000745206072630049,0.00178987693817392,0.0007721553701778,0.000530656222242103,6.63069718606888e-05,1.50057901309242e-05,0.000923484478139541,0.00272230282576214
"Credulity",0.00165051672288796,0.00139148344567741,0.00121446163783451,0.00133344735859751,0.000345504654195142,2.87444378669275e-05,0.000826583514176531,0.00036184719855608,0.00267435899425647
"Mistrust",0.00101679308869237,0.00195245678687605,0.000852078524034168,0.00143981652595368,0.00140954774179326,0.000937802567758132,0.002046659783968,0.000958364465046322,0.000617541625298109
"Trust",0.00042924444304878,0.00252246121395427,0.000633377463865334,0.000257862331073416,0.00207075061055371,0.00120186248138072,0.000749488387341357,0.00132744348469042,0.000963824712083705
"Social Intelligence",0.00173708231376898,0.000154318343259303,0.000111724714849297,0.00151310769584965,0.00152399256621183,0.000371884640336931,2.05259723811787e-05,0.00285907924863615,0.000145418636582856
"McA-SL",0.00131243855984495,0.00113267409488294,6.83818797568676e-05,0.00196680184242066,0.000424792421229221,0.00248492483540503,0.00110428571294743,0.00122717965783723,0.000202118691389634
"Autism",0.00123387730243643,0.000937296446694472,0.0014718608961496,0.00166286383096271,0.000853214279018969,0.00239259420626905,0.000149443620091012,0.00148075097833897,9.6466769429916e-06
"Paranoia",0.00158834042300579,0.000545468119665175,0.00110048499587412,0.00100979729867877,0.00112228302416107,0.000955646484451184,0.00294140291751853,0.000338182379644737,9.94162253308239e-05
"ICAR",0.000714439341254274,3.29992097971075e-05,0.00266500296774131,0.00167465059368932,0.00163767143005737,0.000853657464016974,0.000402497606376156,0.00114704327866692,0.000832694821549505
"Gullibility",0.00183266328422229,0.00164312646656315,0.000566811161352417,0.000307596542653751,0.000379057593394761,0.000907094406591555,7.51025279774941e-05,0.00157539298520688,0.00246405799581289
"Credulity",0.00167142076249238,0.00189759818881626,0.000319595580345083,0.000682862572264159,0.000278341495878908,0.00131828673802884,3.47830834428144e-05,0.000652534817213009,0.00260665794809666
"Mistrust",0.00129080678588747,0.000573303646774926,0.000359515088514294,0.00210344212284654,0.000575899874863993,0.0018748338753387,0.00236395112082393,0.000114271691647856,5.86110904531499e-05
"Trust",0.000784288988727701,0.00168587244913231,0.00236219952541382,0.000753921237577596,0.00152918767292054,0.000367908710860229,0.00122595283191791,0.00123294924551181,0.000947335785477691
"Social Intelligence",0.00178868080423586,0.00131873099174918,2.57715668777928e-05,0.00144313554013955,0.00027088223610665,0.000635538716176463,0.000541344214714603,0.00274060228541366,0.000834879691852778
"McA-SL",0.00115229036747703,0.000331472231707922,0.000301835407396223,0.00140392451748147,0.0031290976974926,0.000742893350150028,0.000636512063193675,0.0010444855933844,0.000813021348522504
"Autism",0.000523646648977373,0.00215519176464659,0.00120768905016435,0.00135803052449478,0.000422062588505437,0.00247123272286129,0.000174354874626094,0.00120300530058216,0.000124231729348206
"Paranoia",0.00150154089165131,0.000183160539667273,0.00110219037778472,0.00132055720183167,0.00061970284810342,0.00141330064330083,0.00283042742157874,0.000440831390669504,0.000407468014806754
"ICAR",0.000724380320906711,0.00145202962971957,0.00112093501732746,0.00287733258271299,0.000853243858028377,0.00162320332740551,7.8675929705379e-05,0.000671498869976117,0.000106912313739547
"Gullibility",0.00149175438883857,0.00177531793749007,0.00127645196105026,0.000912111111717562,0.000482991704761004,0.000257933467098737,2.76255246709152e-05,0.000863774787256616,0.00266738787246777
"Credulity",0.00151711890944078,0.00202318787448134,0.000412130112265048,0.000910551406023065,0.000167061292091661,0.000643753398342384,0.000530245267831452,0.000490445988886575,0.00276443135589536
"Mistrust",0.00142121979548482,0.00112933060874186,0.000527858108996164,0.000658064476693301,0.00226873951064938,0.00101469525487303,0.00231767414353525,0.000341492499676907,0.000572754432520055
"Trust",0.000391727708259052,0.0021080783848771,0.00240190940935586,0.000243593221868815,0.000896074097847339,0.00107780790015032,0.00096586781941708,0.00151862471057877,0.000608529492036431
"Social Intelligence",0.00163371696332075,0.000824656172380624,4.95169724001373e-05,0.000532258474306218,0.00220133728140288,0.000150298258890943,0.000457070533182786,0.0026994389279662,2.82962160530766e-05
"McA-SL",0.00144801701549974,0.000392265637973817,0.000239365134548082,0.00210774696015344,0.00086171208095065,0.00250217079104062,0.00062841828055488,0.00126015639103311,0.000513002371558481
"Autism",0.00112651773112894,0.000305038356820382,0.00261463404042973,0.00036402031235184,0.000833527587054353,0.00209393552409653,0.000357527523571138,0.00148150433218915,0.000516790301071578
"Paranoia",0.00165533963651535,1.43654674396143e-05,2.14963036925928e-05,0.000842088494631825,0.00166656980808123,0.000158026274551318,0.00294545817598318,0.00103430519461785,4.61613098446765e-05
"ICAR",0.000702466263156237,0.000118790718519451,0.00252741529190585,0.00152863096321663,0.00220423044727203,5.48895132809375e-05,0.00112834064404084,0.000772650552472773,0.000190007963718787
"Gullibility",0.00172370837416041,0.00113015528723771,0.00123066499627804,0.0012746762349799,0.000155705790819633,0.000560120371314953,3.84548729163707e-05,0.00121237335525407,0.00260824377255147
"Credulity",0.00169014933746037,0.00175286700393201,0.00109212993587381,0.000371726865576559,0.000203509869857212,0.000534214197130078,0.000872210205140907,0.000159648294801111,0.00276168146763093
"Mistrust",0.00113352761562511,0.00150862651005904,0.00124993291348265,0.00173478926429602,0.00137594845281753,0.000220524878254015,0.00222545156602763,0.000786159303991373,0.000595641357959174
"Trust",0.000160892471041087,0.00283371420705481,0.000740889620144145,0.00139392120305195,0.000742974170480787,0.00149269305229453,0.0003108089887799,0.00133057574780961,0.00089725494783111
"Social Intelligence",0.00163853776251391,0.00043078052050502,0.00135096640334918,0.000642672377813696,0.00152764003192072,0.000968809241749366,8.87797147623604e-05,0.00273033555179274,0.000395720429879479
"McA-SL",0.00139056194036474,0.000939788294572538,0.000214720631846434,0.000254279018150712,0.0012578264576816,0.00330383350225829,0.000356522803266521,0.000640785720954657,0.000192910924689905
"Autism",0.0010143465175699,0.000153639486314418,0.00168330047824876,0.00245973753514523,0.00114774398130196,0.00108555155273032,0.000139253597599336,0.00188202259136971,8.09184128836249e-05
"Paranoia",0.00164943238647576,0.000487673986505746,0.0002981986286167,0.000647921718858265,0.00184318612752398,0.000297950333241372,0.00295989850503605,0.000334437619445782,0.000416970893783497
"ICAR",0.000694004331684297,0.000258072681217433,0.00136637656679485,0.00326226500552039,0.00102712662301912,0.00120229631747281,0.000107536073861541,0.000201169085624991,0.000624387738002244
"Gullibility",0.00160656177261785,0.00121013696602588,0.00180924581989981,0.00012877901417871,2.43171695910571e-05,5.30150910598206e-05,7.63043627448035e-05,0.00232755231991808,0.00179940246764195
"Credulity",0.00153988716264319,0.00161022809983275,0.00141664098904148,2.95538750028742e-05,0.00019562039107245,0.000199730860293529,0.000839653544747119,0.0028675963189274,0.000147923601856739
"Mistrust",0.00122042285999929,0.00206167606498299,8.16046410690463e-06,0.000568512062198067,0.000631162752016018,0.000849018870844074,0.00293955133639434,0.000392164854669177,0.0001511042445169
"Trust",0.000386101849899215,0.00254859570987798,0.00143251769193558,0.000149584603748807,0.00157013210880395,0.000596876082170243,0.00164622741210623,0.00089797609403567,0.00097113393685695
"Social Intelligence",0.00189413781258434,0.00012705636399588,3.53008073827782e-05,0.000603806140534553,0.00152416938700075,0.000808692857218987,0.000472313992320965,0.000976265639958245,0.00280660276139406
"McA-SL",0.00141046375880886,0.000874666648562066,0.000931723253832926,0.00148478371941283,0.00119972666044182,0.0025921099692173,0.000271843197653458,0.000615765204168505,0.00124956618902235
"Autism",0.00108369095652188,0.000567376000707136,0.00238331566645539,0.00126475334614689,0.00145572164919412,0.00190815981157648,3.71151052927345e-05,0.000108946675991814,0.00120434940790213
"Paranoia",0.00147512915765583,0.000164874497502291,0.000501050380168621,0.000908747750381122,0.0024821178617338,0.00155582593875185,0.00190478661473586,0.000120985310563129,0.000703976907815237
"ICAR",0.000546572161067614,0.00132919874089515,0.00137717681633065,0.00259704293274446,0.0008087049619839,0.00190549057845704,0.000573185685734695,0.000821670739301054,6.82561917443318e-05
"Gullibility",0.00191937249291981,0.00102890845124599,0.000817110139929399,0.000530113199684348,0.000933143811482393,0.00111634498730083,0.00022603225633386,0.000480757635328855,0.00281237722553579
"Credulity",0.00183692429944632,0.00142012883830207,0.000315036904913261,0.000922153508662844,0.000200272487006977,0.00110597228596234,0.000934609667259659,0.000801008901485342,0.00262315336931854
"Mistrust",0.00102796950379947,0.00211359114809015,0.000616029401529697,0.000826683236873456,0.00173659683293105,0.000637897052139225,0.0023393516281658,0.000543863190464364,0.000471252947872482
"Trust",0.000112371437016665,0.00210838022719899,0.00228866972874561,0.000785421818433409,0.000515812609065975,0.00135514023981189,0.000958511171080344,0.00153269542280352,0.000562887445368809
"Social Intelligence",0.00168207871352488,0.000711564093201544,0.000307701642557287,0.00190091303114671,0.000996914735331244,0.000701689755742729,0.000200785159279974,0.00266379860041327,0.000577747283309311
"McA-SL",0.00112129170707878,0.00115996001792158,0.00127768286744008,0.000162195602158427,0.00238364870704955,0.00189522177334818,0.000401178392953478,0.00148273311776739,0.000324543388565089
"Autism",0.000923886778002218,0.000593773020578827,0.00238703083344888,0.0012987815133705,0.00178843653115378,0.0011460878227267,0.000606463500539947,0.00152491555266404,0.000451585272728322
